Event	ID	Name			Wwise Object Path	Notes
	197394894	Play_JinxZapImpact			\Default Work Unit\SFX\Play_JinxZapImpact	
	383849308	Play_JinxPowPowShoot			\Default Work Unit\SFX\Play_JinxPowPowShoot	
	413039194	Play_JinxDeathVO			\Default Work Unit\VO\Play_JinxDeathVO	
	658490866	Play_JinxMegaRocketShootInitial			\Default Work Unit\SFX\Play_JinxMegaRocketShootInitial	
	784453373	Play_JinxZapShoot			\Default Work Unit\SFX\Play_JinxZapShoot	
	800243667	Stop_JinxRocketLoop			\Default Work Unit\SFX\Stop_JinxRocketLoop	
	970427012	Play_JinxTauntVO			\Default Work Unit\VO\Play_JinxTauntVO	
	1150441829	Play_JinxRocketLoop			\Default Work Unit\SFX\Play_JinxRocketLoop	
	1207933611	Play_JinxFishBonesShoot			\Default Work Unit\SFX\Play_JinxFishBonesShoot	
	1245219918	Play_JinxMegaRocketShoot			\Default Work Unit\SFX\Play_JinxMegaRocketShoot	
	1284454328	Play_JinxFishBonesImpact			\Default Work Unit\SFX\Play_JinxFishBonesImpact	
	1330129930	Play_JinxAttackVO			\Default Work Unit\VO\Play_JinxAttackVO	
	1592809250	Play_JinxSwitch2FishBones			\Default Work Unit\SFX\Play_JinxSwitch2FishBones	
	1643298247	Play_JinxSwitch2PowPow			\Default Work Unit\SFX\Play_JinxSwitch2PowPow	
	1741527693	Play_JinxZapSFX			\Default Work Unit\SFX\Play_JinxZapSFX	
	2238196391	Play_JinxMegaRocketImpact			\Default Work Unit\SFX\Play_JinxMegaRocketImpact	
	2473522939	Play_JinxJokeVO			\Default Work Unit\VO\Play_JinxJokeVO	
	2531504859	Play_JinxMenuSFX			\Default Work Unit\SFX\Play_JinxMenuSFX	
	2565643300	Play_JinxMegaRocketVO			\Default Work Unit\VO\Play_JinxMegaRocketVO	
	2683431557	Play_JinxZapVO			\Default Work Unit\VO\Play_JinxZapVO	
	2746573632	Play_JinxMovingVO			\Default Work Unit\VO\Play_JinxMovingVO	
	3049713377	Play_JinxRecallVO			\Default Work Unit\VO\Play_JinxRecallVO	
	3130547865	Play_JinxPowPowImpact			\Default Work Unit\SFX\Play_JinxPowPowImpact	
	3600823747	Play_JinxLaughVO			\Default Work Unit\VO\Play_JinxLaughVO	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2033465	jinx_base_sfx_audio_11	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_11_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container\jinx_base_sfx_audio_11		8279
	46566264	jinx_base_vo_audio_14	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_14_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMegaRocketVO\jinx_base_vo_audio_14		6840
	47637194	jinx_base_vo_audio_17	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_17_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxRecallVO\jinx_base_vo_audio_17		30532
	52532153	jinx_base_vo_audio_15	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_15_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxTauntVO\jinx_base_vo_audio_15		29682
	70315116	jinx_base_sfx_audio_69	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_69_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesShoot\New Random Container\jinx_base_sfx_audio_69		10344
	75596959	jinx_base_vo_audio_42	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_42_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxTauntVO\jinx_base_vo_audio_42		29411
	85020199	jinx_base_vo_audio_30	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_30_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_30		22059
	88907547	jinx_base_vo_audio_65	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_65_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxLaughVO\jinx_base_vo_audio_65		88115
	88929801	jinx_base_vo_audio_74	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_74_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_74		23779
	89902421	jinx_base_vo_audio_26	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_26_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_26		29554
